From	To
Q8N2G4	LYPD1
Q8TAT5	NEIL3
O75607	NPM3
P16455	MGMT
Q16820	MEP1B
Q14165	MLEC
Q96AX9	MIB2
Q63ZY6	NSUN5P2
Q71SY5	MED25
Q96F24	NRBF2
Q92887	ABCC2
Q86TA1	MOB3B
Q9UKD2	MRTO4
Q13875	MOBP
Q8NHP6	MOSPD2
Q14896	MYBPC3
O75376	NCOR1
P40855	PEX19
Q9BZF1	OSBPL8
Q15113	PCOLCE
Q13946	PDE7A
P01854	IGHE
P01567	IFNA7
Q9NPH9	IL26
Q8NEV9	IL27
Q9NQC8	IFT46
Q9NWB7	IFT57
Q2VIR3	EIF2S3B
P15260	IFNGR1
Q75QN2	INTS8
Q96AZ6	ISG20
Q96A47	ISL2
P19012	KRT15
Q96LU5	IMMP1L
Q96DU7	ITPKC
Q9Y4A0	JRKL
Q96I82	KAZALD1
P30613	PKLR
Q9BYR3	KRTAP4-4
Q9BYQ9	KRTAP4-8
Q9NQT8	KIF13B
Q9NXV2	KCTD5
P52732	KIF11
Q9BYQ0	KRTAP9-8
Q6ZWB6	KCTD8
Q93100	PHKB
Q96NJ5	KLHL32
Q86VH2	KIF27
O15066	KIF3B
Q0D2K2	KLHL30
Q8N6L1	KRTCAP2
Q14003	KCNC3
Q96T76	MMS19
Q86U70	LDB1
Q9BQ13	KCTD14
P56470	LGALS4
Q7Z7J7	LHFPL4
Q96KN4	LRATD1
Q9Y333	LSM2
P09848	LCT
Q92918	MAP4K1
P10911	MCF2
P48059	LIMS1
Q02779	MAP3K10
P43355	MAGEA1
Q15013	MAD2L1BP
Q9H1M0	NUP62CL
O15212	PFDN6
Q13508	ART3
Q8TB73	NDNF
Q8NEV4	MYO3A
Q14934	NFATC4
Q9H9Q4	NHEJ1
Q17RQ9	NKPD1
Q5SYE7	NHSL1
O43677	NDUFC1
H3BUK9	POTEB2
Q96AB6	NTAN1
O60285	NUAK1
Q5PT55	SLC10A5
Q14973	SLC10A1
P49281	SLC11A2
Q9NPI5	NMRK2
Q9H488	POFUT1
Q8NHC6	OR14L1P
P0C629	OR10J4
Q15546	MMD
O75459	PAGE1
O95263	PDE8B
Q6ZMV5	PPP4R3C
P32242	OTX1
Q01415	GALK2
A0A2Z4LIS9	FOXO3B
P15408	FOSL2
Q9NY28	GALNT8
P62684	HERVK_113
Q8N7Z2	GOLGA6L1
P07902	GALT
P0CG01	GKN3P
Q9UJY4	GGA2
Q5JRK9	PAGE2B
P34903	GABRA3
Q9NWU2	GID8
Q9NU53	GINM1
Q9BY60	GABARAPL3
A8MPY1	GABRR3
Q3B7J2	GFOD2
Q14397	GCKR
Q6UWM5	GLIPR1L1
Q13227	GPS2
Q8NFN8	GPR156
P61296	HAND2
Q8IVU3	HERC6
Q6P597	KLC3
Q86Z14	KLB
Q9H0H3	KLHL25
Q9Y6M4	CSNK1G3
Q96A72	MAGOHB
Q8N108	MIER1
O75095	MEGF6
C9JSJ3	MEIOSIN
Q96BY2	MOAP1
O15403	SLC16A6
P53985	SLC16A1
P50219	MNX1
P03971	AMH
Q9H239	MMP28
P07438	MT1B
Q8NI08	NCOA7
Q9NX02	NLRP2
Q9Y6X6	MYO16
Q9HD67	MYO10
A7E2Y1	MYH7B
F8W0I5	NPIPB12
Q16236	NFE2L2
Q4KMZ8	NKAIN1
Q9NPG2	NGB
O95644	NFATC1
Q6P988	NOTUM
Q96IV0	NGLY1
P30419	NMT1
P01138	NGF
Q9Y2I1	NISCH
A6NFF2	NAP1L6P
Q86SG6	NEK8
Q8TD19	NEK9
Q5VZR2	NUTM2G
O14786	NRP1
P03923	MT-ND6
Q7Z6K4	NRARP
P48552	NRIP1
Q9BQG2	NUDT12
Q96RS6	NUDCD1
P18509	ADCYAP1
Q9UN75	PCDHA12
Q86VP3	PACS2
Q9UKS6	PACSIN3
Q9BY11	PACSIN1
Q9Y5E8	PCDHB15
P22079	LPO
Q9BZM3	GSX2
Q8N257	H2BU1
O43824	GTPBP6
Q16836	HADH
O60269	GPRIN2
Q71DI3	H3C13
Q71DI3	H3C14
Q71DI3	H3C15
P02790	HPX
P26927	MST1
Q3MIV0	KRTAP22-1
Q15058	KIF14
Q9H079	KATNBL1
Q6TDP4	KLHL17
Q14500	KCNJ12
Q8NEE0	KLHL30-AS1
O00522	KRIT1
O43525	KCNQ3
P06312	IGKV4-1
O95198	KLHL2
P50458	LHX2
A4QPB2	LRP5L
Q14767	LTBP2
Q8N309	LRRC43
O94822	LTN1
Q9C099	LRRCC1
Q5JTD7	LRRC73
Q969R5	L3MBTL2
P59901	LILRA4
P43657	LPAR6
Q7Z434	MAVS
P29536	LMOD1
Q9UPQ0	LIMCH1
P43034	PAFAH1B1
Q13495	MAMLD1
P33991	MCM4
Q9Y2E5	MAN2B2
P43361	MAGEA8
Q9P0N8	MARCHF2
Q96PC5	MIA2
O43451	MGAM
Q9UL63	MKLN1
Q9H8M7	MINDY3
P19105	MYL12A
Q86W50	METTL16
Q9BXW4	MAP1LC3C
Q9Y3C7	MED31
Q6UVY6	MOXD1
O15091	PRORP
O43482	OIP5
O75970	MPDZ
Q99547	MPHOSPH6
Q9UBU8	MORF4L1
Q10713	PMPCA
Q9P0P8	MTRES1
Q8N3F0	MTURN
Q8IVN3	MUSTN1
Q99551	MTERF1
Q13496	MTM1
Q13153	PAK1
Q8IZF0	NALCN
Q9Y2A7	NCKAP1
Q8NFP9	NBEA
O75113	N4BP1
Q8TBZ2	MYCBPAP
Q9BZK3	NACA4P
Q13113	PDZK1IP1
P35580	MYH10
A6NHN6	NPIPB15
A6NJ46	NKX6-3
O60551	NMT2
Q8N0W4	NLGN4X
Q86X76	NIT1
P0CG21	NHLRC4
P28336	NMBR
P0C0P6	NPS
Q15233	NONO
Q96NT1	NAP1L5
Q96T66	NMNAT3
O75251	NDUFS7
Q9NZM6	PKD2L2
Q9P032	NDUFAF4
Q9P2S2	NRXN2
P0C024	NUDT7
Q8IXM6	NRM
Q496H8	NRN1L
P47874	OMP
P0CE72	OCM
Q8NGF0	OR52B6
Q9BYU1	PBX4
O00459	PIK3R2
Q8N4E4	PDCL2
P57723	PCBP4
Q9Y5E4	PCDHB5
O95206	PCDH8
Q86SE9	PCGF5
Q15645	TRIP13
Q14554	PDIA5
Q15084	PDIA6
Q6VY07	PACS1
Q8N7B9	EFCAB3
Q9H9T3	ELP3
P0CG42	FAM157B
A6NFZ4	FAM24A
Q9NVL1	FAM86C1P
Q9H5Z6	FAM124B
P49640	EVX1
P09467	FBP1
P0C841	FAM66E
Q7L5A8	FA2H
Q86VI1	EXOC3L1
Q96K12	FAR2
Q8NB25	FAM184A
O00471	EXOC5
Q5VVW2	GARNL3
Q11128	FUT5
Q06547	GABPB1
Q9UBS5	GABBR1
Q8WXT5	FOXD4L4
Q8N461	FBXL16
P80404	ABAT
Q12948	FOXC1
Q13070	GAGE6
Q6ZQN5	FOXI2
Q6ZUU3	FOXL2NB
Q8IZT9	FAM9C
Q96QU4	FRG2B
Q6PIY7	TENT2
Q9H936	SLC25A22
Q14390	GGTLC2
Q9UN88	GABRQ
Q9H5V7	IKZF5
A8MTJ3	GNAT3
Q49A17	GALNTL6
Q86XS8	RNF130
Q99679	GPR21
O15218	GPR182
P14314	PRKCSH
Q9H6D7	HAUS4
Q99880	H2BC13
Q6NXT2	H3-5
Q9UBK5	HCST
Q99525	H4C7
Q9BXL5	HEMGN
O95214	LEPROTL1
Q53FT3	HIKESHI
Q9Y5K2	KLK4
Q9Y691	KCNMB2
P48544	KCNJ5
P01602	IGKV1-5
P01611	IGKV1D-12
O75610	LEFTY1
P00709	LALBA
A6NHZ5	LRRC14B
Q9Y4Z0	LSM4
Q9BX40	LSM14B
Q8IVL0	NAV3
O75023	LILRB5
A0A1B0GVX0	LITAFD
P53667	LIMK1
Q7Z3D4	LYSMD3
Q9Y2U5	MAP3K2
Q6P1A2	LPCAT3
P43360	MAGEA6
A0A075B6I4	IGLV10-54
P41968	MC3R
O75342	ALOX12B
P80748	IGLV3-21
Q8IW41	MAPKAPK5
P28300	LOX
O95274	LYPD3
Q96AQ8	MCUR1
P48740	MASP1
Q9Y316	MEMO1
O14950	MYL12B
P08100	RHO
Q86WS3	OOSP2
Q8NH55	OR52E5
A6NHA9	OR4C46
P61457	PCBD1
Q8NCC3	PLA2G15
Q6B0K9	HBM
P07492	GRP
Q16772	GSTA3
Q13003	GRIK3
O14964	HGS
Q03014	HHEX
C9JL84	HHLA1
Q7Z418	KCNK18
P51787	KCNQ1
Q8N7A1	KLHDC1
O00142	TK2
Q9Y6C7	LINC00312
Q7Z429	GRINA
P04430	IGKV1-16
Q9BQE6	LBHD1
P48449	LSS
Q9Y4Y9	LSM5
Q9H756	LRRC19
P29376	LTK
O95544	NADK
Q8TBB1	LNX1
Q8IVB5	LIX1L
Q8N9N7	LRRC57
P58215	LOXL3
P42702	LIFR
A0A1B0GTW7	LMLN2
Q86UE4	MTDH
Q8IXW0	LMNTD2
Q9Y4K4	MAP4K5
Q5XG99	LYSMD4
Q9Y5Y7	LYVE1
Q5HYA8	TMEM67
Q8N3F8	MICALL1
Q8IVT2	MISP
Q9H081	MIS12
Q6ZW33	MICALCL
Q8NHV5	MOSMO
Q9H204	MED28
Q9H3J6	MTRFR
P04732	MT1E
P43121	MCAM
Q9UI40	SLC24A2
O15394	NCAM2
Q5TI25	NBPF14
Q8TDC0	MYOZ3
Q86TC9	MYPN
P28698	MZF1
Q6IA69	NADSYN1
Q6NZ67	MZT2B
Q9BTE0	NAT9
Q99836	MYD88
Q15742	NAB2
P35749	MYH11
Q99742	NPAS1
Q9NR99	MXRA5
Q99466	NOTCH4
O00624	SLC17A2
Q07444	KLRC3
O43676	NDUFB3
Q9BSC4	NOL10
Q5SRE5	NUP188
Q9Y4C0	NRXN3
P35372	OPRM1
Q9H343	OR51I1
A6NDL8	OR6C68
Q8NGZ3	OR13G1
Q8NGR1	OR13A1
P11177	PDHB
P58180	OR4D2
Q8NG99	OR7G2
Q8NHB8	OR5K2
Q8NGG4	OR8H1
Q8NGD3	OR4K5
Q15622	OR7A5
A6NET4	OR5K3
Q8NGU1	OR9A1P
Q8NGU2	OR9A4
Q9HCR9	PDE11A
Q9H0J9	PARP12
Q06710	PAX8
Q9BUH6	PAXX
Q96RQ9	IL4I1
Q6P996	PDXDC1
P56373	P2RX3
P81172	HAMP
Q8NDA2	HMCN2
Q9BUP3	HTATIP2
Q8WW32	HMGB4
O95256	IL18RAP
O00458	IFRD1
P32942	ICAM3
Q6EBC2	IL31
P01704	IGLV2-14
Q96QZ7	MAGI1
Q12894	IFRD2
Q96LB3	IFT74
Q16270	IGFBP7
O43820	HYAL3
P35900	KRT20
P05154	SERPINA5
Q7Z794	KRT77
Q86VI3	IQGAP3
Q9UNL4	ING4
Q96CB8	INTS12
Q9BY89	KIAA1671
Q9UPP5	KIAA1107
Q9ULR0	ISY1
P13612	ITGA4
P30085	CMPK1
Q6L8G8	KRTAP5-7
Q8NI77	KIF18A
Q53HC5	KLHL26
P11801	PSKH1
Q8N7Y1	KIRREL3-AS3
Q9UGL1	KDM5B
Q8N4N8	KIF2B
P46019	PHKA2
O95069	KCNK2
A0AUZ9	KANSL1L
Q49AS3	LRRC37A5P
A0A087WW87	IGKV2-40
Q969X1	TMBIM1
Q6UX15	LAYN
P50851	LRBA
P55344	LIM2
Q5VYJ5	MALRD1
Q9Y2U8	LEMD3
Q7Z4W2	LYZL2
Q7L590	MCM10
Q96L34	MARK4
Q8N468	MFSD4A
P58340	MLF1
Q9H944	MED20
Q7RTP6	MICAL3
Q96HR3	MED30
Q2QL34	MPV17L
Q8TD46	CD200R1
Q9Y605	MRFAP1
Q96LB0	MRGPRX3
Q8N7H5	PAF1
Q9BPV8	P2RY13
Q9UPV7	PHF24
Q9HB75	PIDD1
Q8TF01	PNISR
P53350	PLK1
P05129	PRKCG
Q96G42	KLHDC7B
Q9H0B6	KLC2
Q9NPC2	KCNK9
Q92604	LPGAT1
P48742	LHX1
Q68G75	LEMD1
Q8ND56	LSM14A
Q9NZR2	LRP1B
O95237	LRAT
Q6ZQY2	LRRC74B
O60711	LPXN
Q6UWE0	LRSAM1
Q5VXJ0	LIPK
O60663	LMX1B
P23490	LORICRIN
Q86YC3	NRROS
Q96NI6	LRFN5
Q9BRK4	LZTS2
Q6VMQ6	ATF7IP
Q9Y4F3	MARF1
Q09328	MGAT5
Q8TD08	MAPK15
Q9NXC5	MIOS
O95297	MPZL1
Q96J66	ABCC11
Q8NCY6	MSANTD4
P24347	MMP11
Q9NQG6	MIEF1
Q8WXB1	METTL21A
A4FU01	MTMR11
Q9Y216	MTMR7
Q02505	MUC3A
Q9Y5G4	PCDHGA9
Q9Y5I2	PCDHA10
Q6ZNJ1	NBEAL2
Q15080	NCF4
Q5TAG4	NBPF12
P41227	NAA10
Q96RE7	NACC1
A6NI61	MYMK
Q9Y4A8	NFE2L3
Q6ZNB6	NFXL1
Q9NQS3	NECTIN3
O14745	SLC9A3R1
P07197	NEFM
Q92886	NEUROG1
Q96PU5	NEDD4L
O95169	NDUFB8
Q9Y6M9	NDUFB9
Q12769	NUP160
Q9Y2I2	NTNG1
Q96HA8	NTAQ1
Q9Y6Y0	IVNS1ABP
Q16656	NRF1
P20393	NR1D1
Q9H2C8	OR51V1
Q8WVJ2	NUDCD2
Q9GZU5	NYX
Q9UKK6	NXT1
Q8NGY1	OR10Z1
P0CE71	OCM2
Q96RA2	OR7D2
Q96FW1	OTUB1
Q8NGC5	OR6J1
Q9P1Q5	OR1A1
Q8NH06	OR1P1
Q92569	PIK3R3
Q96A54	ADIPOR1
O76083	PDE9A
Q92828	CORO2A
Q9UJA9	ENPP5
P09104	ENO2
Q9H6Z9	EGLN3
Q8N9I5	FADS6
Q8IYW4	ENTHD1
H3BV12	GOLGA8Q
Q7Z3F1	GPR155
Q9H4A6	GOLPH3
O95838	GLP2R
P15104	GLUL
Q9P0M6	MACROH2A2
Q99879	H2BC14
Q9BYE0	HES7
Q9Y3E1	HDGFL3
P60372	KRTAP10-4
P60410	KRTAP10-8
Q8IUB9	KRTAP19-1
O15550	KDM6A
C9JR72	KBTBD13
Q9NPI7	KRCC1
Q8NFY9	KBTBD8
Q9BYR8	KRTAP3-1
Q9UQ05	KCNH4
Q15349	RPS6KA2
P04433	IGKV3-11
P62502	LCN6
A0A0U1RRK4	LBHD2
Q4G0J3	LARP7
Q9Y608	LRRFIP2
Q969L4	LSM10
Q14392	LRRC32
Q9Y4K0	LOXL2
Q96S06	LMF1
Q17RR3	PNLIPRP3
Q07820	MCL1
Q00987	MDM2
Q9Y5Q3	MAFB
Q8TCB7	METTL6
Q9H1A3	METTL9
P08581	MET
Q86TE4	LUZP2
Q5T0T0	MARCHF8
Q9NP71	MLXIPL
Q15648	MED1
Q5TIA1	MEI1
Q6WCQ1	MPRIP
P10916	MYL2
Q8NDC4	MORN4
Q99687	MEIS3
O95402	MED26
Q15777	MPPED2
A0A1B0GUY1	MARCOL
P39900	MMP12
Q96EN8	MOCOS
Q13421	MSLN
Q9UDX5	MTFP1
Q9P286	PAK5
Q8N159	NAGS
Q71RS6	SLC24A5
O14777	NDC80
P0CAP1	MYZAP
Q9BSG0	PRADC1
Q93015	NAA80
Q969H8	MYDGF
P60660	MYL6
Q9H1R3	MYLK2
P04629	NTRK1
Q9H649	NSUN3
Q86YG4	NT5DC4
Q99748	NRTN
P80297	MT1X
Q86W26	NLRP10
B4DH59	NBPF26
P0DPF3	NBPF9
Q15596	NCOA2
P25189	MPZ
Q9UPR5	SLC8A2
Q9P2K5	MYEF2
Q13203	MYBPH
P12883	MYH7
O43795	MYO1B
Q9Y4I1	MYO5A
O15146	MUSK
P20591	MX1
O15130	NPFF
Q8IVV8	NKAIN4
P07196	NEFL
Q5T2W1	PDZK1
P25208	NFYB
A8MTQ0	NOTO
Q8N130	SLC34A3
Q9NP85	NPHS2
O15259	NPHP1
Q9NVZ3	NECAP2
Q8N9A8	CNEP1R1
Q9HCQ7	NPVF
Q96AD5	PNPLA2
A8MQ27	NEURL1B
Q8IW45	NAXD
Q13563	PKD2
Q9NST1	PNPLA3
P41247	PNPLA4
Q504Y2	PKDCC
Q7Z6Z6	PNPLA5
Q9NTG1	PKDREJ
Q15761	NPY5R
O95803	NDST3
Q9Y2H5	PLEKHA6
Q96BK5	PINX1
Q9NZM5	NOP53
P56597	NME5
P11309	PIM1
O95299	NDUFA10
O75414	NME6
P08F94	PKHD1
Q9P1W9	PIM2
Q96S99	PLEKHF1
Q86V86	PIM3
Q9H8W4	PLEKHF2
Q58EX7	PLEKHG4
Q9GZU8	PSME3IP1
O94827	PLEKHG5
Q3KR16	PLEKHG6
Q6ZR37	PLEKHG7
Q15111	PLCL1
Q15063	POSTN
Q9ULM0	PLEKHH1
Q00169	PITPNA
Q8IVE3	PLEKHH2
Q9BSJ6	PIMREG
O14939	PLD2
P24666	ACP1
Q8N2A8	PLD6
Q9UG56	PISD
Q6ZWH5	NEK10
P56556	NDUFA6
P51970	NDUFA8
O14829	PPEF1
Q9UKF7	PITPNC1
O14830	PPEF2
Q9GZP4	PITHD1
O00562	PITPNM1
Q9BZ72	PITPNM2
Q9BZ71	PITPNM3
Q6P3R8	NEK5
P11117	ACP2
P51955	NEK2
O00746	NME4
O75364	PITX3
Q9UMY1	NOL7
P03901	MT-ND4L
Q96CB9	NSUN4
Q7Z3S9	NOTCH2NLA
Q92570	NR4A3
P02818	BGLAP
P01133	EGF
Q9NR50	EIF2B3
O95864	FADS2
A6NFE3	EFCAB10
Q96QA5	GSDMA
Q8TE85	GRHL3
Q93079	H2BC9
Q68CP4	HGSNAT
Q9H1H1	GTSF1L
Q5U5R9	HECTD2
Q9XRX5	HHLA3
Q9Y5Z4	HEBP2
P10915	HAPLN1
P00492	HPRT1
Q96RW7	HMCN1
P35680	HNF1B
Q14541	HNF4G
Q9BUJ2	HNRNPUL1
Q14103	HNRNPD
Q86XE5	HOGA1
Q9P2W1	PSMC3IP
Q9Y662	HS3ST3B1
P61978	HNRNPK
Q14627	IL13RA2
Q6IPM2	IQCE
Q9NV31	IMP3
Q3MIP1	ITPRIPL2
Q13349	ITGAD
P29218	IMPA1
Q9BT40	INPP5K
Q9Y2B9	PKIG
Q13797	ITGA9
P52294	KPNA1
Q8NFU5	IPMK
Q9Y5U4	INSIG2
P17181	IFNAR1
Q14641	INSL4
Q9P266	JCAD
P18564	ITGB6
Q6NUN7	JHY
Q8TAC2	JOSD2
O00410	IPO5
Q9BR39	JPH2
Q2TAC6	KIF19
O43448	KCNAB3
Q96MU8	KREMEN1
A0A0C4DH24	IGKV6-21
Q96T58	SPEN
Q02078	MEF2A
O15427	SLC16A3
Q9H579	MROH8
P12872	MLN
Q96JB8	MPP4
Q9UQ07	MOK
Q9Y6X9	MORC2
Q2KHM9	KIAA0753
O75900	MMP23B
Q8TDS7	MRGPRD
P42345	MTOR
P58546	MTPN
Q7L1V2	MON1B
Q7L1T6	CYB5R4
Q969V3	NCLN
P60201	PLP1
Q15784	NEUROD2
P08590	MYL3
Q9UD57	NKX1-2
Q8N2Q7	NLGN1
Q96P20	NLRP3
Q7RTR0	NLRP9
Q9BPW8	NIPSNAP1
O15399	GRIN2D
O43908	KLRC4
Q06495	SLC34A1
Q15223	NECTIN1
Q9UGY1	NOL12
O95178	NDUFB2
P23527	H2BC17
P22492	H1-6
Q96NT3	GUCD1
Q9H116	GZF1
P05013	IFNA6
P14778	IL1R1
Q8IZJ0	IFNL2
Q9NZH8	IL36G
Q6NXR0	IRGC
A0A075B6J2	IGLV2-33
P23083	IGHV1-2
A0A075B6K2	IGLV3-12
Q05084	ICA1
P05155	SERPING1
A0A0A0MS14	IGHV1-45
P14653	HOXB1
Q9BS40	LXN
P14652	HOXB2
P19367	HK1
A4D126	CRPPA
P48200	IREB2
Q9Y573	IPP
Q5TA45	INTS11
P49137	MAPKAPK2
Q6KB66	KRT80
Q6UXK2	ISLR2
Q68E01	INTS3
Q96PY0	PSMG3-AS1
Q6ZU52	KIAA0408
Q6UWN8	SPINK6
Q5VZ46	KIAA1614
P13646	KRT13
P06756	ITGAV
O00505	KPNA3
Q9UBP8	KAAG1
P26012	ITGB8
Q8WWU7	ITLN2
Q969R8	ITFG2
Q13387	MAPK8IP2
P0C870	JMJD7
O95235	KIF20A
O94819	KBTBD11
P43631	KIR2DS2
Q9BYR0	KRTAP4-7
P60985	KRTDAP
Q5JT82	KLF17
Q96KG7	MEGF10
P34949	MPI
P0C025	NUDT17
Q02750	MAP2K1
Q96PD6	MOGAT1
P42898	MTHFR
Q02817	MUC2
P60321	NANOS2
Q9NPC6	MYOZ2
A0A087WUL8	NBPF19
Q13253	NOG
Q9UK39	NOCT
Q16288	NTRK3
B1AL46	NUTM2E
Q96CW9	NTNG2
Q8NE18	NSUN7
Q9H857	NT5DC2
Q8IZ57	NRSN1
O15504	NUP42
Q96RD3	OR52E6
A0A2R8YFL7	OOSP4A
Q96R54	OR14A2
Q8NH81	OR10G6
Q8NGV5	OR13D1
Q8NH42	OR4K13
Q8NH41	OR4K15
A8MYP8	ODF3B
P0DMU2	OR8G3P
Q8NGQ6	OR9I1
Q9BY44	EIF2A
Q6UXG2	ELAPOR1
Q8TE02	ELP5
Q96CW5	TUBGCP3
H3BPF8	GOLGA8S
Q8TDT2	GPR152
P40197	GP5
Q99527	GPER1
A4D2P6	GRID2IP
Q96SL4	GPX7
P43220	GLP1R
Q9NS18	GLRX2
O15217	GSTA4
Q8NBJ5	COLGALT1
Q8TF76	HASPIN
X6R8D5	GUCA1ANB
Q96HZ4	HES6
Q9Y543	HES2
Q14240	EIF4A2
Q9BYX4	IFIH1
P78344	EIF4G2
Q9H2S9	IKZF4
Q9UBC1	NFKBIL1
Q13554	CAMK2B
Q13601	KRR1
Q8N239	KLHL34
Q5SVS4	SLC25A30
Q9UKR3	KLK13
Q8N9T8	KRI1
Q9Y5W3	KLF2
Q8TD94	KLF14
P22694	PRKACB
A0A075B6R9	IGKV2D-24
Q96BZ8	LENG1
Q8NC56	LEMD2
Q9GZZ8	LACRT
Q8WUT4	LRRN4
O60337	MARCHF6
Q9UM21	MGAT4A
Q15049	MLC1
P21741	MDK
P11717	IGF2R
Q86XE3	MICU3
O60669	SLC16A7
O15375	SLC16A5
Q13163	MAP2K5
Q70IA6	MOB2
Q9BZD4	NUF2
O00566	MPHOSPH10
Q53F39	MPPE1
P51511	MMP15
Q5VZV1	METTL21C
Q9Y483	MTF2
Q9Y618	NCOR2
Q6NSW7	NANOGP8
Q9NP98	MYOZ1
Q7Z401	DENND4A
Q9GZQ4	NMUR2
Q9UGV2	NDRG3
P21452	TACR2
Q8N5V2	NGEF
Q86UR1	NOXA1
Q9Y221	NIP7
Q86UT5	PDZD3
P19404	NDUFV2
O75380	NDUFS6
Q9Y697	NFS1
Q8NC96	NECAP1
P56181	NDUFV3
O60393	NOBOX
Q9BVI4	NOC4L
Q14232	EIF2B1
Q8N8J7	FAM241A
Q9BXM9	FSD1L
Q9UK08	GNG8
Q9UI32	GLS2
O95837	GNA14
Q8NCW6	GALNT11
A6NN73	GOLGA8CP
Q9UNW8	GPR132
Q86SP6	GPR149
Q08AF8	GOLGA8F
Q08AF8	GOLGA8G
Q6ZS86	GK5
Q14409	GK3P
Q12849	GRSF1
O00165	HAX1
O75791	GRAP2
A4D1B5	GSAP
Q6EKJ0	GTF2IRD2B
P04908	H2AC4
P04908	H2AC8
P48547	KCNC1
Q9UJ83	HACL1
Q86UQ5	GTSCR1
Q15486	GUSBP1
P11169	SLC2A3
P68431	H3C1
P68431	H3C10
P68431	H3C11
P68431	H3C12
P68431	H3C2
P68431	H3C3
P68431	H3C4
P68431	H3C6
P68431	H3C7
P68431	H3C8
P51610	HCFC1
P29622	SERPINA4
P12544	GZMA
P04921	GYPC
P62805	H4-16
P62805	H4C1
P62805	H4C11
P62805	H4C12
P62805	H4C13
P62805	H4C14
P62805	H4C15
P62805	H4C2
P62805	H4C3
P62805	H4C4
P62805	H4C5
P62805	H4C6
P62805	H4C8
P62805	H4C9
Q8WWG9	KCNE4
Q99538	LGMN
Q8IVT5	KSR1
Q9NZI2	KCNIP1
Q6P2M8	PNCK
P59773	MINAR2
Q9HBX8	LGR6
A6NMS7	LRRC37A
Q6P5S2	LEG1
Q9BWQ8	FAIM2
Q8IVL1	NAV2
Q86UE6	LRRTM1
Q96Q04	LMTK3
A6NM62	LRRC53
P16050	ALOX15
Q9BYJ1	ALOXE3
Q96JB6	LOXL4
P09960	LTA4H
Q8N9Z9	LMNTD1
Q2Q1W2	TRIM71
O95819	MAP4K4
Q8N8E1	MAPKAPK5-AS1
Q9UBB5	MBD2
Q9NQG1	MANBAL
Q96EY5	MVB12A
Q8N8X9	MAB21L3
P55081	MFAP1
Q13257	MAD2L1
P45984	MAPK9
Q9H019	MTFR1L
Q9BRJ9	MESP1
Q75NE6	MIR17HG
O76036	NCR1
Q86VE0	MYPOP
O60721	SLC24A1
Q9NZM1	MYOF
P62166	NCS1
A6NNL0	NUTM2B
Q6X4W1	NSMF
Q8NGK4	OR52K1
Q9Y530	OARD1
Q96RD2	OR52B2
Q8NG84	OR2AK2
Q6UWF7	NXPE4
Q8NH95	OR13C6P
Q8NH80	OR10D3
Q9NX40	OCIAD1
Q8NGA5	OR10H4
Q8NG94	OR11H1
Q8NGM1	OR4C15
P0DN78	OPN1MW3
Q8NGL9	OR4C16
P0C7N8	OR9G9
Q8NGF8	OR4B1
Q8NGA1	OR1M1
Q8NG81	OR2M7
Q8NGS0	OR1N1
Q8N628	OR2C3
P30953	OR1E1
Q13607	OR2F1
Q8NG97	OR2Z1
Q58A44	PCOTH
P34896	SHMT1
P0CG30	GSTT2B
Q99877	H2BC15
Q13002	GRIK2
P48637	GSS
Q7Z2K8	GPRIN1
Q7LDG7	RASGRP2
Q9UM44	HHLA2
Q9H583	HEATR1
Q9BQA5	HINFP
Q7Z4H3	HDDC2
O43464	HTRA2
P04035	HMGCR
Q96FZ2	HMCES
P78318	IGBP1
Q9NZH7	IL36B
O14645	DNALI1
P09913	IFIT2
Q8TCB0	IFI44
Q9Y6M1	IGF2BP2
Q13325	IFIT5
P05198	EIF2S1
Q3SY84	KRT71
P02538	KRT6A
Q92628	KIAA0232
Q9NPH2	ISYNA1
Q9ULL0	KIAA1210
Q14667	KIAA0100
Q9BZV3	IMPG2
Q5VWZ2	LYPLAL1
O15131	KPNA5
Q8NI35	PATJ
P00568	AK1
Q14624	ITIH4
Q14643	ITPR1
P54819	AK2
P23276	KEL
Q9H511	KLHL31
Q9H2R5	KLK15
Q53G59	KLHL12
Q8N344	MIER2
Q86V88	MDP1
P50222	MEOX2
Q9UNW1	MINPP1
O75648	TRMU
Q9UJ68	MSRA
Q49AM1	MTERF2
P15173	MYOG
Q08AG7	MZT1
Q86XG9	NBPF5P
Q6P582	MZT2A
O14513	NCKAP5
Q9H0A0	NAT10
Q9UKN7	MYO15A
P43699	NKX2-1
Q14978	NOLC1
Q96PB7	OLFM3
Q92621	NUP205
Q12908	SLC10A2
Q5SWA1	PPP1R15B
Q9NPD7	NRN1
Q15406	NR6A1
Q14980	NUMA1
O15243	LEPROT
Q8NH54	OR56A3
Q8NGX1	OR2T34
Q86UW2	SLC51B
A0A087WX78	ELOA3CP
B1AL88	FAM155A
Q13822	ENPP2
Q9NZY2	FAM30A
A8MXJ8	FAM90A5P
Q8WW52	FAM151A
Q9Y603	ETV7
Q9NQT5	EXOSC3
Q8N5W8	FAM24B
P00488	F13A1
Q9UI08	EVL
O94988	FAM13A
Q8NFF5	FLAD1
Q17R55	FAM187B
A8K979	ERI2
Q7L0X2	ERICH6
A6NEQ2	FAM181B
Q96A65	EXOC4
Q1W209	ESRG
